hook,archetype,tier,om,om_pct,views,likes,comments,shares,words,word_band,lang,main_category,subcategory,year,username,permalink
this is her Saint Dymphna,other,baseline,1.999165972,0.1254,2397,53,5,3,5,3-5,en,Lifestyle,Mindfulness & Self-Care,2024,hallowapp,https://www.tiktok.com/@hallowapp/video/7371988329912487214
GOD IS THE ULTIMATE HEALER.,other,baseline,1.996710526,0.1252,1821,191,15,25,5,3-5,en,Lifestyle,Mindfulness & Self-Care,2024,prayerdailytok,https://www.tiktok.com/@prayerdailytok/video/7370187867710164267
The quote that helped me when I was uncertain about my future >,other,baseline,1.995614035,0.1251,1820,48,1,1,13,11-26,en,Lifestyle,Mindfulness & Self-Care,2024,prayerdailytok,https://www.tiktok.com/@prayerdailytok/photo/7355306257982442795
Reasons why the Rep tour was awesome and why I'm extra sad abt it leaving😭😭,other,baseline,1.995405819,0.1251,1303,110,0,0,15,11-26,en,Social Networking,Interest-Based Groups,2023,taylortimeapp13,https://www.tiktok.com/@taylortimeapp13/photo/7318440318267821358
Here’s a cool trick you can do with a Lidar on your Iphone,other,baseline,1.995365706,0.125,9903,202,18,0,13,11-26,en,Photo & Video,Camera Tools,2022,polycam3d,https://www.tiktok.com/@polycam3d/video/7130738399668882730
ERASE your EX in photos using AI! 😵,other,baseline,1.995329583,0.1249,9399,186,4,21,8,6-10,pt,Productivity,,2023,power.ai,https://www.tiktok.com/@power.ai/video/7202611867146030338
On vous choper pour les soirées Timelapps..,other,baseline,1.994809689,0.1248,1153,15,0,1,7,6-10,fr,Social Networking,Event-Based Networks,2022,timelapps_app,https://www.tiktok.com/@timelapps_app/video/7114358434941717766
"The text on the image is: ""NORMAL""",other,baseline,1.994704992,0.1248,263700,6149,149,76,7,6-10,en,Games,Party Games,2023,do_or_drink,https://www.tiktok.com/@do_or_drink/video/7203446080200150318
Il a pas dit « Merci »,other,baseline,1.99389002,0.1247,97900,8804,65,167,7,6-10,fr,Social Networking,Video Communities,2023,yoyobdt_,https://www.tiktok.com/@yoyobdt_/video/7267889213310324001
Let your heart and spirit set your course. Let your thoughts plan your way.,other,baseline,1.99339207,0.1245,1810,116,1,4,14,11-26,en,Lifestyle,Motivation,2022,motivationapp,https://www.tiktok.com/@motivationapp/video/7096778221085117701
"Drone, color chemistry, monster jam grave digger trax, crayola spin and spiral art station, crayola double doodle, 4 baby toys lol &DO OR DRINK 💜💜",other,baseline,1.993192133,0.1244,263500,14600,6433,59,25,11-26,en,Games,Party Games,2023,do_or_drink,https://www.tiktok.com/@do_or_drink/video/7309247736073817387
"""aiiii aiqfome libera um cupom aí"" por favor não sufoque o artista",other,baseline,1.993158495,0.1244,2622,44,3,4,12,11-26,pt,Food & Drink,Food Delivery,2024,aiqfome,https://www.tiktok.com/@aiqfome/video/7422021552843033862
reasons i’m watching the Super Bowl tonight:,other,baseline,1.992609437,0.1243,3505,70,0,5,7,6-10,en,Photo & Video,Photo Editing,2023,facetune_by_lightricks,https://www.tiktok.com/@facetune_by_lightricks/video/7199254998830583042
Drinks that won’t break your fast Read captions,other,baseline,1.992307692,0.1242,1036,25,1,0,8,6-10,en,Health & Fitness,Diet & Nutrition,2024,simpleappofficial,https://www.tiktok.com/@simpleappofficial/video/7371776935770295585
then you've got to get a pothos,other,baseline,1.992063492,0.1242,1255,28,0,3,7,6-10,en,Lifestyle,Home Decor & DIY,2024,apartmentlist,https://www.tiktok.com/@apartmentlist/video/7322269722261605674
Only equestrians will understand,other,baseline,1.990819209,0.1238,2819,214,0,0,4,3-5,en,Health & Fitness,Chronic Condition Management,2022,happiehorse_app,https://www.tiktok.com/@happiehorse_app/video/7178176942728924421
Thinking you got the quiz in the bag and can ace it without studying,other,baseline,1.99009901,0.1237,1005,28,0,1,14,11-26,en,Education,AI Study Tools,2024,unriddle_ai,https://www.tiktok.com/@unriddle_ai/video/7431401790832217377
BINANCE.US Crypto Security Tips Two-Factor Authentication,other,baseline,1.989867498,0.1236,2553,60,10,9,6,6-10,en,Finance,Cryptocurrency Management,2023,binance.us,https://www.tiktok.com/@binance.us/video/7215376331456924970
Hi. truecaller,other,baseline,1.989779623,0.1235,623000,14000,5,51,2,0-2,en,Utilities,Network Tools,2021,truecaller.id,https://www.tiktok.com/@truecaller.id/video/7012476115503566086
Confirm Are you sure you want to attempt to join the Beefcake Bandits prison gang? Cancel Yes Join the Beefcake Bandits,other,baseline,1.989106754,0.1234,91300,13000,300,14,21,11-26,en,Games,Simulation Games,2020,bitlifeapp,https://www.tiktok.com/@bitlifeapp/video/6849727007643782406
Not me already struggling to inhale Are you breathing properly? 😱,other,baseline,1.988571429,0.1234,34800,1100,11,67,11,11-26,en,Health & Fitness,Meditation & Mindfulness,2022,breathenow.app,https://www.tiktok.com/@breathenow.app/video/7057196226487536942
Moi à 12 ans quand on me dit qu'on peut me faire un lobby sur call of pour 5 euros,other,baseline,1.988308652,0.1233,2551,102,0,3,20,11-26,fr,Games,Action & Adventure,2022,mately_gg,https://www.tiktok.com/@mately_gg/video/7134326206828121349
Me acabo de graduar y he hecho que mis amigos hagan esto para no perder el contacto 😏🥰❤️❤️,other,baseline,1.987911025,0.1232,4111,86,0,94,18,11-26,es,Photo & Video,Slideshow Creators,2024,dots.memories,https://www.tiktok.com/@dots.memories/video/7384132202570763553
investing into tokens with animals,other,baseline,1.987012987,0.1231,45900,2354,289,173,5,3-5,en,Finance,Cryptocurrency Management,2024,binance,https://www.tiktok.com/@binance/video/7442355168919784747
Our sleep impacts our mental health. The ideal temperature for sleep is between 60-67 degrees Fahrenheit.,other,baseline,1.987,0.123,1987,16,1,7,16,11-26,en,Health & Fitness,Meditation & Mindfulness,2024,betterhelp,https://www.tiktok.com/@betterhelp/video/7382669768681114910
This shade is a MUST-HAVE for Spring 😍,other,baseline,1.986492781,0.1229,8530,111,7,24,8,6-10,en,Shopping,Luxury Goods,2024,wonderskin,https://www.tiktok.com/@wonderskin/video/7351779746088357152
Trending Sound Notting Hill (1999) Download the app to find more sounds on the rise,other,baseline,1.984848485,0.1225,52400,553,8,37,15,11-26,en,Music,Audio Editing,2024,discoverly.ai,https://www.tiktok.com/@discoverly.ai/video/7342575924711410987
CLONE YOURSELF with SPLICE,other,baseline,1.983642312,0.1222,1819,46,1,1,4,3-5,en,Photo & Video,Video Editing,2021,spliceapp,https://www.tiktok.com/@spliceapp/video/6920321842846665985
"Sorry Earth, we were here just to enhance our photos with Remini",other,baseline,1.982815598,0.1219,19500,358,4,5,12,11-26,en,Photo & Video,Photo Editing,2023,remini,https://www.tiktok.com/@remini/video/7199666821165894955
"Mentally, we’re here 😌",other,baseline,1.982469075,0.1217,12100,1190,7,10,4,3-5,en,Social Networking,Friend Finders,2024,stirdatingapp,https://www.tiktok.com/@stirdatingapp/video/7400449244827520287
DAY IN THE LIFE Studying at a German language school,other,baseline,1.981681034,0.1216,1839,30,3,7,10,6-10,en,Education,Language Learning,2023,tandemapphq,https://www.tiktok.com/@tandemapphq/video/7266523204326395168
"full moon in sagittarius june 14, 2022",other,baseline,1.981401568,0.1215,16300,638,27,8,7,6-10,en,Health & Fitness,Menstrual Cycle Trackers,2022,stardust.app,https://www.tiktok.com/@stardust.app/video/7108760728726752555
Picsolve can do everything else: Photomath for everything,other,baseline,1.980766471,0.1213,13800,463,10,5,8,6-10,en,Education,AI Study Tools,2023,picsolve,https://www.tiktok.com/@picsolve/video/7223587453188181291
Alerta: Deepfakes amenaza,other,baseline,1.980637255,0.1212,808100,5492,126,3602,3,3-5,en,Utilities,Network Tools,2024,truecaller.es,https://www.tiktok.com/@truecaller.es/video/7348805574307400993
AI Baby Generator @babyfacemaker Me and my girl after arguing about who the baby looks more like: GF,other,baseline,1.980631579,0.1211,2352,77,0,4,18,11-26,en,Entertainment,Meme Generators,2024,babygeneratorfacemaker,https://www.tiktok.com/@babygeneratorfacemaker/video/7365275185332784389
Yo también quiero que me presuman así 😳,other,baseline,1.980174081,0.1211,4095,205,0,17,8,6-10,es,Photo & Video,Slideshow Creators,2024,dots.memories,https://www.tiktok.com/@dots.memories/video/7378563327632411937
Mis amigos y yo vivimos en ciudades distintas y para no perder el contacto hicimos esto ❤️,other,baseline,1.979206963,0.1209,4093,68,2,91,17,11-26,es,Photo & Video,Slideshow Creators,2024,dots.memories,https://www.tiktok.com/@dots.memories/video/7386734609976921377
No me conviene (Cuida un SUSH peor que yo a la dieta),other,baseline,1.97824116,0.1207,1091,133,0,1,12,11-26,es,Food & Drink,Cooking Tutorials,2023,salmurai_ar,https://www.tiktok.com/@salmurai_ar/video/7299143338949758214
It's the Remix,other,baseline,1.977505523,0.1205,4923,87,0,3,3,3-5,en,Photo & Video,Slideshow Creators,2021,chatbooks,https://www.tiktok.com/@chatbooks/video/7026385685795835182
Share you lock screen with you love ❤️😍,other,baseline,1.9771529,0.1205,13500,657,15,53,8,6-10,en,Social Networking,Messaging Apps,2024,love8_app,https://www.tiktok.com/@love8_app/photo/7453474088062061870
CREATED WITH AVATARIFY APP Sweet! An invitation to a Playstation event! Hehe! Hold up... #AVAMEMES,other,baseline,1.977011494,0.1204,1032,27,0,0,15,11-26,en,Photo & Video,Meme Creators,2021,avatarify.ai,https://www.tiktok.com/@avatarify.ai/video/7016916497582886146
Daytrip to Madonna Inn,other,baseline,1.976313842,0.1204,1335,25,1,1,4,3-5,en,Travel,Trip Journals,2023,limondaytrips,https://www.tiktok.com/@limondaytrips/video/7197439546903006506
Cara pakai blush on untuk pemula,other,baseline,1.976080247,0.1202,2561,60,0,0,6,6-10,id,Lifestyle,Beauty & Skincare,2024,lemon8indonesia,https://www.tiktok.com/@lemon8indonesia/photo/7374823664509816070
This is a game changer for online learners 😱,other,baseline,1.975661376,0.1201,1867,57,0,2,9,6-10,en,Productivity,Note-Taking,2024,coconote.ai,https://www.tiktok.com/@coconote.ai/video/7422407111218416927
um and I shuffled this outfit,other,baseline,1.975486662,0.12,2740,94,2,0,6,6-10,en,Shopping,E-commerce Marketplaces,2024,whering,https://www.tiktok.com/@whering/video/7330745153583451425
Al Kaaris - Didou Dis Didou MADE WITH voicemy.ai,other,baseline,1.975408184,0.1199,4900,109,11,10,9,6-10,fr,Entertainment,Meme Generators,2023,voicemyfr,https://www.tiktok.com/@voicemyfr/video/7295057725057207584
Free live wallpapers for your iPhone & iPad 🔥,other,baseline,1.974880185,0.1199,5975,17,1,5,9,6-10,en,Photo & Video,,2024,myscreenapp,https://www.tiktok.com/@myscreenapp/video/7397006112920276255
Ne pas réa ton pote car il s'est moqué de ton niveau il y a 3 ans La rancune du gamer,other,baseline,1.97349961,0.1198,2532,217,9,29,21,11-26,fr,Games,Action & Adventure,2023,mately_gg,https://www.tiktok.com/@mately_gg/video/7206352976921824517
Petty icks Blocking your nose,other,baseline,1.973272082,0.1197,18900,193,2,5,5,3-5,en,Lifestyle,Mindfulness & Self-Care,2023,girlsgetoff_hq,https://www.tiktok.com/@girlsgetoff_hq/video/7223953366970420482
No arms oodie race,other,baseline,1.973272082,0.1197,18900,136,4,9,4,3-5,af,Lifestyle,Mindfulness & Self-Care,2023,girlsgetoff_hq,https://www.tiktok.com/@girlsgetoff_hq/video/7224319039919770882
Watching my self care pet's favorite movie to make him happy and earn rewards! 😽,other,baseline,1.972972973,0.1195,29200,186,49,8,15,11-26,en,Health & Fitness,Meditation & Mindfulness,2024,finchcare,https://www.tiktok.com/@finchcare/video/7453137754206047530
Yo esperando a que venga alguien a decirme de cuidar un SUSH juntos :,other,baseline,1.972801451,0.1193,1088,149,0,3,14,11-26,es,Food & Drink,Cooking Tutorials,2024,salmurai_ar,https://www.tiktok.com/@salmurai_ar/video/7333416643869019398
hbimanfredini Remini Generated with AI,other,baseline,1.972647313,0.1192,19400,136,4,0,5,3-5,en,Photo & Video,Photo Editing,2023,remini,https://www.tiktok.com/@remini/video/7305303785423899935
Styling a Green Crop Top,other,baseline,1.971636953,0.1191,2433,24,2,0,5,3-5,en,Shopping,Luxury Goods,2021,stylebookapp,https://www.tiktok.com/@stylebookapp/video/6942553527935913221
The waterfall:,other,baseline,1.971632633,0.1191,19600,1035,6,28,2,0-2,en,Travel,Adventure Travel,2023,travel,https://www.tiktok.com/@travel/video/7249130037910277403
Handsome boy in squid game outfit Created 11 seconds ago Get your unique squid game emoji,other,baseline,1.971428571,0.119,2070,17,4,2,16,11-26,en,Photo & Video,Meme Creators,2025,dreamoji.ai,https://www.tiktok.com/@dreamoji.ai/video/7460171881828715798
TUESDAY 02/06/2024 BLESS YOUR TUESDAY WITH THIS QUICK PRAYER.,other,baseline,1.970588235,0.1189,20100,957,107,220,9,6-10,en,Lifestyle,Mindfulness & Self-Care,2024,morningprayertok,https://www.tiktok.com/@morningprayertok/video/7332380713183890731
Before You Invest Key Steps to Begin Your Journey Check if you’ve completed these steps,other,baseline,1.969974979,0.1188,1181,5,0,0,15,11-26,en,Finance,Financial Literacy Tools,2024,finelo.app,https://www.tiktok.com/@finelo.app/photo/7448756895034182917
"""If you guys are like Duolingo for cooking where is your owl??"" me about Loma the Leek",other,baseline,1.969564025,0.1188,7183,310,2,0,17,11-26,en,Food & Drink,Cooking Tutorials,2024,zestappcooking,https://www.tiktok.com/@zestappcooking/video/7328584699243138350
Secrets that took me from a 3.1 to a 4.0 (as a Uni Senior),other,baseline,1.968999114,0.1187,2223,115,0,1,14,11-26,en,Education,AI Study Tools,2023,textero.ai0,https://www.tiktok.com/@textero.ai0/photo/7292024433600974086
"SONS OF THE FOREST W.I.P ""Don't"" ONLYREFORMER",other,baseline,1.967339591,0.1184,15300,298,9,23,7,6-10,en,Games,Action & Adventure,2023,kronoszombie,https://www.tiktok.com/@kronoszombie/video/7189372587091201322
¿A QUÉ SE DEDICA LA GENTE? MWC Barcelona,other,baseline,1.967127203,0.1184,4129,27,0,0,8,6-10,zh,Finance,Financial Literacy Tools,2023,goinofficial,https://www.tiktok.com/@goinofficial/video/7217846506039168261
Garrett K. 33 • Manhattan • 183 cm About me Looking for the Andy Anderson to my Benjamin Barry University of Toronto,other,baseline,1.967045202,0.1183,883400,4548,77,92,22,11-26,en,Social Networking,Dating Apps,2023,theleagueapp,https://www.tiktok.com/@theleagueapp/video/7294382344801226027
La mejor idea para los 15 años de mi hija 😍❤️,other,baseline,1.965667311,0.1182,4065,40,1,2,11,11-26,es,Photo & Video,Slideshow Creators,2024,dots.memories,https://www.tiktok.com/@dots.memories/video/7352212143044906273
"""Por suerte no te molesta que tenga mas de un SUSH"" 😏",other,baseline,1.965548504,0.1181,1084,171,0,1,12,11-26,es,Food & Drink,Cooking Tutorials,2024,salmurai_ar,https://www.tiktok.com/@salmurai_ar/video/7318926250288975110
I am going to need every toy on deck if I have any hope of surviving these moans and mumbles from The Devil of Dublin,other,baseline,1.965346535,0.118,39700,1835,51,79,25,11-26,en,Entertainment,Audio Apps,2025,tryquinn,https://www.tiktok.com/@tryquinn/video/7459587302185061674
Estafa del cuento del tío has escuchado hablar de la estafa,other,baseline,1.964215686,0.1179,801400,6178,24,82,11,11-26,es,Utilities,Network Tools,2023,truecaller.es,https://www.tiktok.com/@truecaller.es/video/7268655719908527392
my posting anxiety facetune,other,baseline,1.963615691,0.1178,3454,34,2,2,4,3-5,en,Photo & Video,Photo Editing,2024,facetune_by_lightricks,https://www.tiktok.com/@facetune_by_lightricks/video/7366311532159896833
We’re going to → VidCon Come say hi ;),other,baseline,1.963240731,0.1177,9293,205,8,1,9,6-10,en,Photo & Video,Video Editing,2022,videoleap_by_lightricks,https://www.tiktok.com/@videoleap_by_lightricks/video/7103916549433543937
the outfit irl 😳,other,baseline,1.963229993,0.1176,2723,34,0,2,4,3-5,en,Shopping,E-commerce Marketplaces,2024,whering,https://www.tiktok.com/@whering/video/7392643637131201824
Customer: How do you use a cl!t vibr@tor? Normal people: Write FAQ Us:,other,baseline,1.962831489,0.1175,18800,1411,5,137,13,11-26,en,Lifestyle,Mindfulness & Self-Care,2023,girlsgetoff_hq,https://www.tiktok.com/@girlsgetoff_hq/video/7247311475843419400
AI ranks League of Legends champions attractiveness,other,baseline,1.962709758,0.1175,1579,20,3,0,7,6-10,en,Games,Action & Adventure,2023,ignitetournaments,https://www.tiktok.com/@ignitetournaments/video/7293954929784376622
"""there's no clean water"" Me finding one that's rated over 90",other,baseline,1.962264151,0.1174,31200,1459,58,259,11,11-26,en,Health & Fitness,Diet & Nutrition,2024,oasiswaterapp,https://www.tiktok.com/@oasiswaterapp/video/7358685350455151914
WITH WITHOUT dreams.avi,other,baseline,1.961904762,0.1172,20600,1569,13,29,3,3-5,en,Photo & Video,Video Editing,2023,funimate,https://www.tiktok.com/@funimate/video/7241706043955334406
On my way to save the day! As usual 😄,other,baseline,1.961227787,0.1172,2428,137,4,2,10,6-10,en,Health & Fitness,Diet & Nutrition,2024,waterllama_app,https://www.tiktok.com/@waterllama_app/video/7405614178993524010
