hook,intent,production,funnel,effort,is_template,usability,usability_band,archetype,tier,om,om_pct,views,words,word_band,lang,main_category,subcategory,year,username,permalink
Pov : j'ai décidé de créer l'appli dont j'ai toujours rêvé 🌤📱,RELATE,SKIT_OR_POV,REACH,3,False,17.2,low,pov_realism,baseline,2.387157107,0.197,3829,12,11-26,fr,Shopping,Price Comparators,2023,sneakyspy_,https://www.tiktok.com/@sneakyspy_/photo/7293180777301331232
We didn't talk much this morning.. and so it always is. Maybe we should talk about what's going on between you?,PROVOKE,TALKING_HEAD,REACH,2,False,17.2,low,question,baseline,1.76344086,0.0744,32800,21,11-26,en,Social Networking,Friend Finders,2022,ifriend_app,https://www.tiktok.com/@ifriend_app/video/7065642326932180225
How I cook On Hinge My Love Language is Flirting with sarcasm an Part 22,PROVE,TALKING_HEAD,CONVERT,2,False,17.1,low,outcome_proof,baseline,1.749180072,0.0712,11200,15,11-26,en,Social Networking,Video Communities,2024,swayai.app,https://www.tiktok.com/@swayai.app/video/7420252192797510955
How to WORLDBUILD for your novel part two,TEACH,SCREEN_DEMO,NURTURE,3,False,17.1,low,demonstration,baseline,2.377828054,0.195,1051,8,6-10,en,Productivity,Note-Taking,2024,meet.motif,https://www.tiktok.com/@meet.motif/photo/7400394213503896878
how to become UNRECOGNIZABLE in 6 months,TEACH,SCREEN_DEMO,NURTURE,3,False,17.1,low,outcome_proof,baseline,2.37492392,0.1942,1951,7,6-10,en,Health & Fitness,Health Journals,2024,lemon8wellness,https://www.tiktok.com/@lemon8wellness/photo/7438685685550206239
if you want a menstrual cycle app that lets you know what phase of your WHAT PHASE ARE YOU IN?,PROVOKE,SCREEN_DEMO,REACH,3,False,17.1,low,question,baseline,2.378659727,0.1953,1828,20,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2023,embody.space,https://www.tiktok.com/@embody.space/video/7312558199406693678
"""Our dinner after earning rewards on out Christmas decor 😂""",RELATE,SKIT_OR_POV,REACH,3,False,17.0,low,quote_dialogue,baseline,2.370454545,0.1935,1043,10,6-10,en,Shopping,Cashback Platforms,2023,airtimerewards,https://www.tiktok.com/@airtimerewards/video/7303930917561699616
When I explain I need the: ✅ Grammarly Keyboard ✅ Grammarly Editor ✅ Grammarly for Mac ✅ Grammarly Browser Extension (depending on what I'm working on),RELATE,TALKING_HEAD,REACH,2,False,17.0,low,pov_realism,baseline,1.745583039,0.0707,6916,26,11-26,en,Productivity,Document Management,2023,grammarlyofficial,https://www.tiktok.com/@grammarlyofficial/video/7197882363500612910
Growing up my mom always had Lemon Heads in her purse....,ENTERTAIN,TALKING_HEAD,REACH,2,False,17.0,low,reveal_tease,baseline,1.745008757,0.0705,4982,11,11-26,en,Shopping,E-commerce Marketplaces,2024,lemondropshop,https://www.tiktok.com/@lemondropshop/photo/7428792667271695662
I wouldn’t say if I won the lottery...,ENTERTAIN,TALKING_HEAD,REACH,2,False,17.0,low,reveal_tease,baseline,1.739583333,0.0691,1169,8,6-10,en,Social Networking,Event-Based Networks,2024,findyourcliq,https://www.tiktok.com/@findyourcliq/photo/7337329782910143776
Pov: you want to post the pic without removing wires TouchRetouch:,RELATE,SKIT_OR_POV,REACH,3,False,17.0,low,pov_realism,baseline,2.362400906,0.1923,1043,11,11-26,en,Photo & Video,Photo Editing,2023,touchretouchofficial,https://www.tiktok.com/@touchretouchofficial/video/7220879094727150853
Look I styled our pet penguin in the CUTEST outfit,PROVOKE,TALKING_HEAD,REACH,2,False,17.0,low,imperative,baseline,1.741832669,0.0696,1093,10,6-10,en,,,2024,slay_app,https://www.tiktok.com/@slay_app/video/7401147638726364448
Here's how to Share your Calendar and invite new members. Get Started with TimeTree: Calendar Sharing,TEACH,SCREEN_DEMO,NURTURE,3,False,17.0,low,demonstration,baseline,2.373841962,0.194,4356,16,11-26,en,Productivity,Meeting Schedulers,2023,timetreeapp,https://www.tiktok.com/@timetreeapp/video/7195616755073715458
"""I'm going to do no spend November""",RELATE,SKIT_OR_POV,REACH,3,False,17.0,low,quote_dialogue,baseline,2.367170626,0.1932,1096,7,6-10,en,Food & Drink,Cooking Tutorials,2024,sizzleapp,https://www.tiktok.com/@sizzleapp/video/7432738858220981534
Can u beat me,PROVOKE,TALKING_HEAD,REACH,2,False,16.9,low,question,baseline,1.732410611,0.0676,75100,4,3-5,mt,Photo & Video,Video Editing,2021,tempoapp_official,https://www.tiktok.com/@tempoapp_official/video/7000941869123341569
i somehow got access to the #1 dating app in France???,PROVOKE,SCREEN_DEMO,REACH,3,False,16.9,low,question,baseline,2.354489617,0.191,16100,11,11-26,en,Social Networking,Dating Apps,2024,babybrooke2002,https://www.tiktok.com/@babybrooke2002/video/7403411151964376351
Learning to make myself dinner instead of ordering take out because this little birb on my phone told me to Make a home cooked dinner,PROVE,TALKING_HEAD,CONVERT,2,False,16.9,low,comparative,baseline,1.736486486,0.0684,25700,25,11-26,en,Health & Fitness,Meditation & Mindfulness,2024,finchcare,https://www.tiktok.com/@finchcare/video/7449517380994092334
"What does 'Vouloir, c'est pouvoir' mean in English? Write an email to reject clients because of the high prices. How can I be creativ",PROVOKE,TALKING_HEAD,REACH,2,False,16.9,low,question,baseline,1.736754967,0.0684,1049,24,11-26,en,Lifestyle,Astrology & Horoscopes,2024,genie.ai,https://www.tiktok.com/@genie.ai/video/7340745568072764678
POV: You have the best NYE pictures to post,RELATE,SKIT_OR_POV,REACH,3,False,16.9,low,pov_realism,baseline,2.351904491,0.1905,4137,9,6-10,en,Photo & Video,Photo Editing,2024,facetune_by_lightricks,https://www.tiktok.com/@facetune_by_lightricks/video/7454576471085010192
What happened to that kid I used to teach dance to?,PROVOKE,TALKING_HEAD,REACH,2,False,16.9,low,curiosity_gap,baseline,1.730647986,0.0672,4941,11,11-26,en,Shopping,E-commerce Marketplaces,2024,lemondropshop,https://www.tiktok.com/@lemondropshop/video/7387625647197228330
Mamas I found the perfect hands-free bag,SELL,TALKING_HEAD,CONVERT,2,False,16.9,low,product_showcase,baseline,1.734500876,0.068,4952,7,6-10,en,Shopping,E-commerce Marketplaces,2024,lemondropshop,https://www.tiktok.com/@lemondropshop/video/7370718291985321259
Will there be a way to transfer data from a previous tracking app to this one?,PROVOKE,SCREEN_DEMO,REACH,3,False,16.9,low,question,baseline,2.358232541,0.1917,19400,16,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2022,stardust.app,https://www.tiktok.com/@stardust.app/video/7096581136805088558
When my mum asks why there's another delivery for me,RELATE,TALKING_HEAD,REACH,2,False,16.9,low,pov_realism,baseline,1.735142119,0.0681,1343,10,6-10,en,Lifestyle,Beauty & Skincare,2024,outfitsofzoplo,https://www.tiktok.com/@outfitsofzoplo/video/7389665355225894176
POV: you don’t need a TikTok sound to pass your exams because you used Notability’s Record feature and now have the ultimate study resource...,RELATE,SKIT_OR_POV,REACH,3,False,16.9,low,pov_realism,baseline,2.353084614,0.1907,19300,24,11-26,en,Productivity,Note-Taking,2022,notabilityapp,https://www.tiktok.com/@notabilityapp/video/7175257534993911086
This is what our kid would look like if we were royals 👑,TEACH,TALKING_HEAD,NURTURE,2,False,16.8,low,demonstration,baseline,1.72860847,0.0667,17000,13,11-26,en,Photo & Video,Photo Editing,2024,remini,https://www.tiktok.com/@remini/video/7353233408975293727
How it feels knowing that I have helped many kids get better grades,PROVOKE,TALKING_HEAD,REACH,2,False,16.8,low,question,baseline,1.723185613,0.0651,2683,13,11-26,en,Education,Exam Preparation,2023,pandaiofficial,https://www.tiktok.com/@pandaiofficial/video/7290850555826687239
How we feel about certain plant choices with little to no explanation,PROVOKE,TALKING_HEAD,REACH,2,False,16.8,low,question,baseline,1.728342246,0.0666,1616,12,11-26,en,Education,,2023,plantinapp,https://www.tiktok.com/@plantinapp/video/7244841271330786565
My ovulation hormones dragging me to make bad decisions: club sparkle @culkinco · Oct 13 x.com/culkinco/statu...,PROVE,TALKING_HEAD,CONVERT,2,False,16.8,low,outcome_proof,baseline,1.72688809,0.0663,8163,16,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2024,clueapp,https://www.tiktok.com/@clueapp/video/7426394977967590688
"""why are you crying?""",RELATE,SKIT_OR_POV,REACH,3,False,16.8,low,quote_dialogue,baseline,2.347773032,0.1897,1924,4,3-5,en,Social Networking,Anonymous Platforms,2023,sincerelyapp,https://www.tiktok.com/@sincerelyapp/video/7220231194745507114
Damn girl !! What?🤔 I’ve been looking at your picture for so long that I got to hold my phone with one hand.,PROVE,TALKING_HEAD,CONVERT,2,False,16.8,low,outcome_proof,baseline,1.722543353,0.0648,1788,23,11-26,en,Entertainment,Fan Communities,2024,hila.904,https://www.tiktok.com/@hila.904/photo/7440056848167750913
I'm too shy to dance in public BUT THANKS TO RESTYLE...,ENTERTAIN,TALKING_HEAD,REACH,2,False,16.8,low,reveal_tease,baseline,1.724783862,0.0655,1197,11,11-26,en,Photo & Video,AR Filters,2023,restyle_app,https://www.tiktok.com/@restyle_app/video/7244472766634740998
POV: you tryna save low exposure photos,RELATE,SKIT_OR_POV,REACH,3,False,16.8,low,pov_realism,baseline,2.345593338,0.1894,5070,7,6-10,en,Photo & Video,Photo Editing,2023,hypic_global,https://www.tiktok.com/@hypic_global/video/7295680197041458475
Use the PlantIn App,PROVOKE,SCREEN_DEMO,REACH,3,False,16.8,low,imperative,baseline,2.351871658,0.1904,2199,4,3-5,en,Education,,2022,plantinapp,https://www.tiktok.com/@plantinapp/video/7107277313909247238
"""it's just photos""",RELATE,SKIT_OR_POV,REACH,3,False,16.7,low,quote_dialogue,baseline,2.341578327,0.1888,198800,3,3-5,en,Entertainment,Fan Communities,2024,wallpiics,https://www.tiktok.com/@wallpiics/photo/7370734769723755809
"""Guess the Answer! 25: Dolphins are... MMML SAA Write your guess in the comments!""",RELATE,SKIT_OR_POV,REACH,3,False,16.7,low,quote_dialogue,baseline,2.333469221,0.1875,2862,14,11-26,en,Games,Puzzles & Brain Teasers,2021,klemensstrasser,https://www.tiktok.com/@klemensstrasser/video/7036430032255864070
"""When I told everyone I'm done with dating apps but then they find me on RAW Anders, 24""",RELATE,SKIT_OR_POV,REACH,3,False,16.7,low,quote_dialogue,baseline,2.338951311,0.1885,1249,18,11-26,en,Social Networking,Friend Finders,2023,raw.app,https://www.tiktok.com/@raw.app/video/7294329658026347818
When you and your work bestie are the first ones in the office!,RELATE,SKIT_OR_POV,REACH,3,False,16.7,low,pov_realism,baseline,2.338636364,0.1884,1029,13,11-26,en,Shopping,Cashback Platforms,2023,airtimerewards,https://www.tiktok.com/@airtimerewards/video/7202655335989988614
pov: you're slowly becoming a gym bro,RELATE,SKIT_OR_POV,REACH,3,False,16.7,low,pov_realism,baseline,2.333670374,0.1875,1154,7,6-10,en,Health & Fitness,Diet & Nutrition,2024,fitsenpaiapp,https://www.tiktok.com/@fitsenpaiapp/video/7433426925172903176
I just want to know like what the longest you been in love is?,PROVOKE,TALKING_HEAD,REACH,2,False,16.7,low,question,baseline,1.72139738,0.0646,197100,14,11-26,en,Entertainment,Fan Communities,2022,costarastrology,https://www.tiktok.com/@costarastrology/video/7165985767876005163
When you're keeping an eye on wake windows to watch the window of opportunity for a nap....,RELATE,SKIT_OR_POV,REACH,3,False,16.7,low,pov_realism,baseline,2.334558824,0.1878,1905,17,11-26,en,Health & Fitness,Sleep Analysis,2024,huckleberrycare,https://www.tiktok.com/@huckleberrycare/video/7377444688204172575
"""I need an app for stalking on Android""",RELATE,SCREEN_DEMO,REACH,3,False,16.7,low,quote_dialogue,baseline,2.334166667,0.1877,8403,8,6-10,en,Music,Streaming Platforms,2023,itsmubrapp,https://www.tiktok.com/@itsmubrapp/video/7213518716837940523
WE ASKED AI TO RANK HOYOVERSE'S TOP FIVE GAMES....,ENTERTAIN,TALKING_HEAD,REACH,2,False,16.7,low,reveal_tease,baseline,1.719080174,0.0637,1383,9,6-10,en,Games,Action & Adventure,2024,ignitetournaments,https://www.tiktok.com/@ignitetournaments/video/7416834872393813294
What should I do if I committed a sin?,PROVOKE,TALKING_HEAD,REACH,2,False,16.6,low,question,baseline,1.715076072,0.0627,1240,9,6-10,en,Education,Study Aids & Flashcards,2024,havenapp3,https://www.tiktok.com/@havenapp3/photo/7433424388994714898
Is somebody gonna match my freak? (printing photobooks after every vacation),PROVOKE,TALKING_HEAD,REACH,2,False,16.6,low,question,baseline,1.712346203,0.0619,2018,11,11-26,en,Photo & Video,Slideshow Creators,2024,popsaco,https://www.tiktok.com/@popsaco/video/7398120188765424929
"""When your period arrives and you find a giant maxi pad with wings 🤲""",RELATE,SKIT_OR_POV,REACH,3,False,16.6,low,quote_dialogue,baseline,2.321765028,0.1856,19100,14,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2024,stardust.app,https://www.tiktok.com/@stardust.app/video/7334531086506036511
POV: you fly to Belize to see the Great Blue Hole,RELATE,SKIT_OR_POV,REACH,3,False,16.6,low,pov_realism,baseline,2.323709888,0.1858,23100,11,11-26,en,Travel,Adventure Travel,2023,travel,https://www.tiktok.com/@travel/video/7265234831133461793
Watching my 1 hour finance lecture in 30 seconds,SELL,TALKING_HEAD,CONVERT,2,False,16.6,low,benefit_promise,baseline,1.710900474,0.0614,2527,9,6-10,en,Education,AI Study Tools,2024,get_turbolearn.ai,https://www.tiktok.com/@get_turbolearn.ai/video/7393066687064558891
Can you hold your breath during the way down? Don't stop me now,PROVOKE,TALKING_HEAD,REACH,2,False,16.6,low,question,baseline,1.708571429,0.0612,29900,13,11-26,en,Health & Fitness,Meditation & Mindfulness,2021,breathenow.app,https://www.tiktok.com/@breathenow.app/video/7029632714097659142
How can I see what my baby's sleep schedule might look like?,PROVOKE,TALKING_HEAD,REACH,2,False,16.6,low,question,baseline,1.710784314,0.0613,1396,12,11-26,en,Health & Fitness,Sleep Analysis,2023,huckleberrycare,https://www.tiktok.com/@huckleberrycare/video/7280599474416782638
Where can we try the best wine in Porto?,PROVOKE,TALKING_HEAD,REACH,2,False,16.6,low,question,baseline,1.708521739,0.0611,2456,9,6-10,en,Travel,Accommodation Booking,2023,onefamhostels,https://www.tiktok.com/@onefamhostels/video/7218199067116064006
2590 days He: You can bother me like this forever. Me: Why? Don't you think I'm annoying? He: Because I love you Me: 😢😢😢,TEACH,TALKING_HEAD,NURTURE,2,False,16.6,low,listicle,baseline,1.713532513,0.0624,11700,24,11-26,en,Social Networking,Messaging Apps,2024,love8_app,https://www.tiktok.com/@love8_app/video/7379145186070318382
I made an AI New Year postcard for my friend Look at the result❄️,PROVE,TALKING_HEAD,CONVERT,2,False,16.6,low,outcome_proof,baseline,1.710986267,0.0615,5482,14,11-26,en,Photo & Video,AR Filters,2023,reface,https://www.tiktok.com/@reface/video/7314272221747301637
how I edit my photos glowup app,PROVE,SCREEN_DEMO,CONVERT,3,False,16.5,low,outcome_proof,baseline,2.31188267,0.184,7724,7,6-10,en,Photo & Video,Photo Editing,2022,glowupapp,https://www.tiktok.com/@glowupapp/video/7182829983092591873
HOW COULD WE GET THIS?,PROVOKE,TALKING_HEAD,REACH,2,False,16.5,low,question,baseline,1.699094587,0.0592,4410,5,3-5,en,Photo & Video,Wallpaper,2024,widgify,https://www.tiktok.com/@widgify/video/7406263577629281579
"Hey, Facelab! Can you make my photo more interesting?",PROVOKE,TALKING_HEAD,REACH,2,False,16.5,low,question,baseline,1.70194114,0.0598,2718,9,6-10,en,Photo & Video,Photo Editing,2022,facelab.app,https://www.tiktok.com/@facelab.app/video/7137717807973797126
"""When you meet your crush IRL for the first time and they say, ""you look even better in person""",RELATE,SKIT_OR_POV,REACH,3,False,16.5,low,quote_dialogue,baseline,2.310740355,0.1839,221600,19,11-26,en,Social Networking,Friend Finders,2023,meetblk,https://www.tiktok.com/@meetblk/video/7276518961930439982
"""When its almost time to clock off work and go home to your vibr@tor""",RELATE,SKIT_OR_POV,REACH,3,False,16.5,low,quote_dialogue,baseline,2.317811652,0.1849,22200,14,11-26,en,Lifestyle,Mindfulness & Self-Care,2023,girlsgetoff_hq,https://www.tiktok.com/@girlsgetoff_hq/video/7225437658372263169
How I cook On Hinge One thing I'll never do again Go th| Part 745,PROVE,TALKING_HEAD,CONVERT,2,False,16.5,low,outcome_proof,baseline,1.702327034,0.0599,10900,15,11-26,en,Social Networking,Video Communities,2024,swayai.app,https://www.tiktok.com/@swayai.app/video/7410204859900710175
Feeling like I didn't accomplish much in 2024...,ENTERTAIN,TALKING_HEAD,REACH,2,False,16.4,low,reveal_tease,baseline,1.694524496,0.0579,14700,8,6-10,en,Entertainment,Meme Generators,2025,viggle_ai,https://www.tiktok.com/@viggle_ai/video/7455885035879632146
Come on a YYC hiking date with me! 🥾❤️✨,SELL,TALKING_HEAD,CONVERT,2,False,16.4,low,invitation,baseline,1.691980559,0.0573,2785,9,6-10,en,Lifestyle,Dating Apps,2022,nudgedates,https://www.tiktok.com/@nudgedates/video/7105452987392298246
"""A trade has been completed. Jets.WalterPicks M. Hardman WR - KC @ChartheStar T. Coleman RB - NYJ Blockbuster Trade Alert!!""",RELATE,SKIT_OR_POV,REACH,3,False,16.4,low,quote_dialogue,baseline,2.301145663,0.1821,140600,20,11-26,en,Sports,Fantasy Leagues,2021,walterpicks,https://www.tiktok.com/@walterpicks/video/7036496393552579886
POV: when you love the vibe of your photo but don’t wanna show your face,RELATE,SKIT_OR_POV,REACH,3,False,16.4,low,pov_realism,baseline,2.308582003,0.1835,4990,15,11-26,en,Photo & Video,Photo Editing,2024,hypic_global,https://www.tiktok.com/@hypic_global/video/7359785130870852895
How to sooth a fussy newborn Use Dr Harvey Karp's 5S's method Swaddle,TEACH,SCREEN_DEMO,NURTURE,3,False,16.4,low,demonstration,baseline,2.304526749,0.1828,28000,13,11-26,en,Health & Fitness,Sleep Analysis,2020,babysleepmagic,https://www.tiktok.com/@babysleepmagic/video/6857741968257125638
How to animate multiple characters with Viggle AI,TEACH,SCREEN_DEMO,NURTURE,3,False,16.4,low,demonstration,baseline,2.305475504,0.183,20000,8,6-10,en,Entertainment,Meme Generators,2024,viggle_ai,https://www.tiktok.com/@viggle_ai/video/7408888056008183041
